gene	dir	proportion_retained	num_seqs_unaligned	num_seqs_aligned	kingdom	phylum	class	order	family	genus	species	subspecies	different_genbank_species
Ocinebrina-lurida-COI	Gastropoda/Neogastropoda/Muricidae/Ocinebrina-lurida	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ocinebrina	Ocinebrina lurida		
Octopus-bimaculatus-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-bimaculatus	1.0	40	40	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus bimaculatus		
Octopus-bimaculoides-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-bimaculoides	1.0	23	23	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus bimaculoides		
Octopus-hubbsorum-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-hubbsorum	1.0	35	35	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus hubbsorum		
Octopus-hubbsorum-COIII	Cephalopoda/Octopoda/Octopodidae/Octopus-hubbsorum	1.0	4	4	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus hubbsorum		
Octopus-insularis-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-insularis	1.0	8	8	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus insularis		
Octopus-maya-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-maya	1.0	3	3	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus maya		
Octopus-mimus-COIII	Cephalopoda/Octopoda/Octopodidae/Octopus-mimus	1.0	20	20	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus mimus		
Octopus-tetricus-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-tetricus	1.0	29	29	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus tetricus		
Octopus-variabilis-COII	Cephalopoda/Octopoda/Octopodidae/Octopus-variabilis	1.0	27	27	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus variabilis		
Octopus-vulgaris-COI	Cephalopoda/Octopoda/Octopodidae/Octopus-vulgaris	1.0	72	72	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus vulgaris		
Octopus-vulgaris-COIII	Cephalopoda/Octopoda/Octopodidae/Octopus-vulgaris	1.0	4	4	Animalia	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus vulgaris		
Okutanius-kuroseanus-H3	Gastropoda/Neogastropoda/Fasciolariidae/Okutanius-kuroseanus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Fasciolariidae	Okutanius	Okutanius kuroseanus		Pseudolatirus kuroseanus
Okutanius-kuroseanus-COI	Gastropoda/Neogastropoda/Fasciolariidae/Okutanius-kuroseanus	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Fasciolariidae	Okutanius	Okutanius kuroseanus		Pseudolatirus kuroseanus
Oliva-caroliniana-COI	Gastropoda/Neogastropoda/Olividae/Oliva-caroliniana	1.0	15	15	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Oliva	Oliva caroliniana		
Oliva-leonardhilli-COI	Gastropoda/Neogastropoda/Olividae/Oliva-leonardhilli	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Oliva	Oliva leonardhilli		
Oliva-todosina-COI	Gastropoda/Neogastropoda/Olividae/Oliva-todosina	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Oliva	Oliva todosina		
Olivella-biplicata-COI	Gastropoda/Neogastropoda/Olividae/Olivella-biplicata	1.0	14	14	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Olivella	Olivella biplicata		
Omalonyx-convexus-COI	Gastropoda/Stylommatophora/Succineidae/Omalonyx-convexus	1.0	19	19	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Omalonyx	Omalonyx convexus		
Omalonyx-unguis-COI	Gastropoda/Stylommatophora/Succineidae/Omalonyx-unguis	1.0	71	71	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Omalonyx	Omalonyx unguis		
Onchidella-borealis-COI	Gastropoda/Systellommatophora/Onchidiidae/Onchidella-borealis	1.0	44	44	Animalia	Mollusca	Gastropoda	Systellommatophora	Onchidiidae	Onchidella	Onchidella borealis		
Onchidella-marginata-COI	Gastropoda/Systellommatophora/Onchidiidae/Onchidella-marginata	1.0	4	4	Animalia	Mollusca	Gastropoda	Systellommatophora	Onchidiidae	Onchidella	Onchidella marginata		
Onchidoris-bilamellata-COI	Gastropoda/Nudibranchia/Onchidorididae/Onchidoris-bilamellata	1.0	8	8	Animalia	Mollusca	Gastropoda	Nudibranchia	Onchidorididae	Onchidoris	Onchidoris bilamellata		
Onchidoris-muricata-COI	Gastropoda/Nudibranchia/Onchidorididae/Onchidoris-muricata	1.0	5	5	Animalia	Mollusca	Gastropoda	Nudibranchia	Onchidorididae	Onchidoris	Onchidoris muricata		
Oncomelania-hupensis-COI	Gastropoda/Littorinimorpha/Pomatiopsidae/Oncomelania-hupensis	1.0	427	427	Animalia	Mollusca	Gastropoda	Littorinimorpha	Pomatiopsidae	Oncomelania	Oncomelania hupensis	hupensis	Oncomelania hupensis hupensis
Onychoteuthis-banksii-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Onychoteuthis-banksii	1.0	53	53	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onychoteuthis	Onychoteuthis banksii		Onychoteuthis cf. banksii AL-2018
Onykia-carriboea-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Onykia-carriboea	1.0	5	5	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onykia	Onykia carriboea		
Onykia-ingens-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Onykia-ingens	1.0	8	8	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onykia	Onykia ingens		
Onykia-robsoni-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Onykia-robsoni	1.0	15	15	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onykia	Onykia robsoni		Onykia aff. robsoni HEB-2018
Orania-bimucronata-COI	Gastropoda/Neogastropoda/Muricidae/Orania-bimucronata	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Orania	Orania bimucronata		
Orcula-austriaca-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-austriaca	1.0	57	57	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula austriaca		
Orcula-austriaca-x-gularis-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-austriaca-x-gularis	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula austriaca x gularis		Orcula gularis
Orcula-conica-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-conica	1.0	19	19	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula conica		
Orcula-dolium-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-dolium	1.0	373	373	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula dolium		
Orcula-fuchsi-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-fuchsi	1.0	10	10	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula fuchsi		
Orcula-gularis-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-gularis	1.0	129	129	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula gularis		
Orcula-restituta-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-restituta	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula restituta		
Orcula-schmidtii-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-schmidtii	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula schmidtii		Orcula sp. AL1393
Orcula-spoliata-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-spoliata	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula spoliata		
Orcula-tolminensis-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-tolminensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula tolminensis		
Orcula-zilchi-COI	Gastropoda/Stylommatophora/Orculidae/Orcula-zilchi	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orcula	Orcula zilchi		
Orculella-aragonica-COI	Gastropoda/Stylommatophora/Orculidae/Orculella-aragonica	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orculella	Orculella aragonica		
Orculella-bulgarica-COI	Gastropoda/Stylommatophora/Orculidae/Orculella-bulgarica	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Orculidae	Orculella	Orculella bulgarica		
Oreohelix-strigosa-COI	Gastropoda/Stylommatophora/Oreohelicidae/Oreohelix-strigosa	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Oreohelicidae	Oreohelix	Oreohelix strigosa		
Oreohelix-subrudis-COI	Gastropoda/Stylommatophora/Oreohelicidae/Oreohelix-subrudis	1.0	11	11	Animalia	Mollusca	Gastropoda	Stylommatophora	Oreohelicidae	Oreohelix	Oreohelix subrudis		
Orienthella-trilineata-COI	Gastropoda/Nudibranchia/Coryphellidae/Orienthella-trilineata	1.0	6	6	Animalia	Mollusca	Gastropoda	Nudibranchia	Coryphellidae	Orienthella	Orienthella trilineata		Flabellina trilineata
Ostrea-angelica-COI	Bivalvia/Ostreida/Ostreidae/Ostrea-angelica	1.0	10	10	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea angelica		
Ostrea-chilensis-COI	Bivalvia/Ostreida/Ostreidae/Ostrea-chilensis	1.0	3	3	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea chilensis		
Ostrea-conchaphila-COIII	Bivalvia/Ostreida/Ostreidae/Ostrea-conchaphila	1.0	7	7	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea conchaphila		
Ostrea-conchaphila-COI	Bivalvia/Ostreida/Ostreidae/Ostrea-conchaphila	1.0	45	45	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea conchaphila		
Ostrea-lurida-COIII	Bivalvia/Ostreida/Ostreidae/Ostrea-lurida	1.0	77	77	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea lurida		
Ostrea-lurida-COI	Bivalvia/Ostreida/Ostreidae/Ostrea-lurida	1.0	26	26	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea lurida		
Ostrea-stentina-COI	Bivalvia/Ostreida/Ostreidae/Ostrea-stentina	1.0	18	18	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Ostrea	Ostrea stentina		
Owstonia-weberi-COI	Gastropoda/Stylommatophora/Cepolidae/Owstonia-weberi	1.0	10	10	Animalia	Mollusca	Gastropoda	Stylommatophora	Cepolidae	Owstonia	Owstonia weberi		
Oxychilus-cellarius-COI	Gastropoda/Stylommatophora/Oxychilidae/Oxychilus-cellarius	1.0	13	13	Animalia	Mollusca	Gastropoda	Stylommatophora	Oxychilidae	Oxychilus	Oxychilus cellarius		
Oxychilus-draparnaudi-COI	Gastropoda/Stylommatophora/Oxychilidae/Oxychilus-draparnaudi	1.0	17	17	Animalia	Mollusca	Gastropoda	Stylommatophora	Oxychilidae	Oxychilus	Oxychilus draparnaudi		
Oxyloma-retusa-COI	Gastropoda/Stylommatophora/Succineidae/Oxyloma-retusa	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Oxyloma	Oxyloma retusa		Oxyloma retusum
Oxyloma-verrilli-COI	Gastropoda/Stylommatophora/Succineidae/Oxyloma-verrilli	1.0	53	53	Animalia	Mollusca	Gastropoda	Stylommatophora	Succineidae	Oxyloma	Oxyloma verrilli		
Oxymeris-areolata-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-areolata	1.0	7	7	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris areolata		
Oxymeris-cerithina-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-cerithina	1.0	13	13	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris cerithina		
Oxymeris-chlorata-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-chlorata	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris chlorata		
Oxymeris-crenulata-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-crenulata	1.0	14	14	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris crenulata		
Oxymeris-dimidiata-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-dimidiata	1.0	11	11	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris dimidiata		Oxymeris crenulata
Oxymeris-maculata-COI	Gastropoda/Neogastropoda/Terebridae/Oxymeris-maculata	1.0	13	13	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Oxymeris	Oxymeris maculata		
Oxyperas-elongatum-COI	Bivalvia/Venerida/Mactridae/Oxyperas-elongatum	1.0	4	4	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	Oxyperas	Oxyperas elongatum		Oxyperas elongata
Oxystele-impervia-COI	Gastropoda/Trochida/Trochidae/Oxystele-impervia	1.0	7	7	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Oxystele	Oxystele impervia		
Oxystele-sinensis-COI	Gastropoda/Trochida/Trochidae/Oxystele-sinensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Oxystele	Oxystele sinensis		
Pallifera-dorsalis-COI	Gastropoda/Stylommatophora/Philomycidae/Pallifera-dorsalis	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Philomycidae	Pallifera	Pallifera dorsalis		
Panopea-zelandica-COI	Bivalvia/Adapedonta/Hiatellidae/Panopea-zelandica	1.0	3	3	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Panopea	Panopea zelandica		
Paphies-donacina-COI	Bivalvia/Venerida/Mesodesmatidae/Paphies-donacina	1.0	10	10	Animalia	Mollusca	Bivalvia	Venerida	Mesodesmatidae	Paphies	Paphies donacina		
Paralaoma-servilis-COI	Gastropoda/Stylommatophora/Punctidae/Paralaoma-servilis	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Punctidae	Paralaoma	Paralaoma servilis		
Paratheba-kuznetsovi-COI	Gastropoda/Stylommatophora/Hygromiidae/Paratheba-kuznetsovi	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Paratheba	Paratheba kuznetsovi		Monacha kuznetsovi
Paratrophon-cheesemani-COI	Gastropoda/Neogastropoda/Muricidae/Paratrophon-cheesemani	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Paratrophon	Paratrophon cheesemani		Paratrophon exsculptus
Pareledone-aequipapillae-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-aequipapillae	1.0	99	99	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone aequipapillae		
Pareledone-albimaculata-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-albimaculata	1.0	28	28	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone albimaculata		
Pareledone-aurata-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-aurata	1.0	25	25	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone aurata		
Pareledone-charcoti-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-charcoti	1.0	71	71	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone charcoti		
Pareledone-cornuta-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-cornuta	1.0	61	61	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone cornuta		
Pareledone-felix-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-felix	1.0	37	37	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone felix		Pareledone felix s.l. BOLD:AAA1668
Pareledone-panchroma-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-panchroma	1.0	23	23	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone panchroma		
Pareledone-serperastrata-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-serperastrata	1.0	9	9	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone serperastrata		
Pareledone-subtilis-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-subtilis	1.0	17	17	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone subtilis		
Pareledone-turqueti-COI	Cephalopoda/Octopoda/Megaleledonidae/Pareledone-turqueti	1.0	287	287	Animalia	Mollusca	Cephalopoda	Octopoda	Megaleledonidae	Pareledone	Pareledone turqueti		
Parreysia-corrugata-COI	Bivalvia/Unionida/Unionidae/Parreysia-corrugata	1.0	28	28	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Parreysia	Parreysia corrugata		
Parreysia-favidens-COI	Bivalvia/Unionida/Unionidae/Parreysia-favidens	1.0	9	9	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Parreysia	Parreysia favidens		
Parvanachis-obesa-COI	Gastropoda/Neogastropoda/Columbellidae/Parvanachis-obesa	1.0	7	7	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Parvanachis	Parvanachis obesa		
Parvicardium-pinnulatum-COI	Bivalvia/Cardiida/Cardiidae/Parvicardium-pinnulatum	1.0	3	3	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Parvicardium	Parvicardium pinnulatum		
Parvilucina-crenella-COI	Bivalvia/Lucinida/Lucinidae/Parvilucina-crenella	1.0	4	4	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae	Parvilucina	Parvilucina crenella		
Pellifronia-jungi-COI	Gastropoda/Neogastropoda/Terebridae/Pellifronia-jungi	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Pellifronia	Pellifronia jungi		
Peltodoris-nobilis-COI	Gastropoda/Nudibranchia/Discodorididae/Peltodoris-nobilis	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Discodorididae	Peltodoris	Peltodoris nobilis		
Peracle-bispinosa-COI	Gastropoda/Pteropoda/Peraclidae/Peracle-bispinosa	1.0	4	4	Animalia	Mollusca	Gastropoda	Pteropoda	Peraclidae	Peracle	Peracle bispinosa		
Peringia-ulvae-COI	Gastropoda/Littorinimorpha/Hydrobiidae/Peringia-ulvae	1.0	11	11	Animalia	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Peringia	Peringia ulvae		
Perirhoe-eburnea-COI	Gastropoda/Neogastropoda/Terebridae/Perirhoe-eburnea	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Perirhoe	Perirhoe eburnea		
Perotrochus-caledonicus-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Perotrochus-caledonicus	1.0	22	22	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Perotrochus	Perotrochus caledonicus		
Perotrochus-deforgesi-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Perotrochus-deforgesi	1.0	12	12	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Perotrochus	Perotrochus deforgesi		
Perotrochus-pseudogranulosus-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Perotrochus-pseudogranulosus	1.0	14	14	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Perotrochus	Perotrochus pseudogranulosus		
Perpolita-electrina-COI	Gastropoda/Stylommatophora/Gastrodontidae/Perpolita-electrina	1.0	21	21	Animalia	Mollusca	Gastropoda	Stylommatophora	Gastrodontidae	Perpolita	Perpolita electrina		Nesovitrea electrina
Petaloconchus-compactus-COI	Gastropoda/Littorinimorpha/Vermetidae/Petaloconchus-compactus	1.0	10	10	Animalia	Mollusca	Gastropoda	Littorinimorpha	Vermetidae	Petaloconchus	Petaloconchus compactus		
Phaxas-pellucidus-COI	Bivalvia/Adapedonta/Pharidae/Phaxas-pellucidus	1.0	13	13	Animalia	Mollusca	Bivalvia	Adapedonta	Pharidae	Phaxas	Phaxas pellucidus		
Philine-lima-COI	Gastropoda/Cephalaspidea/Philinidae/Philine-lima	1.0	4	4	Animalia	Mollusca	Gastropoda	Cephalaspidea	Philinidae	Philine	Philine lima		
Philomycus-carolinianus-COI	Gastropoda/Stylommatophora/Philomycidae/Philomycus-carolinianus	1.0	13	13	Animalia	Mollusca	Gastropoda	Stylommatophora	Philomycidae	Philomycus	Philomycus carolinianus		
Philomycus-togatus-COI	Gastropoda/Stylommatophora/Philomycidae/Philomycus-togatus	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Philomycidae	Philomycus	Philomycus togatus		Philomycus sp. BIOUG14447-F05
Phorcus-lineatus-COI	Gastropoda/Trochida/Trochidae/Phorcus-lineatus	1.0	10	10	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Phorcus	Phorcus lineatus		
Phreagena-nankaiensis-COI	Bivalvia/Venerida/Vesicomyidae/Phreagena-nankaiensis	1.0	3	3	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Phreagena	Phreagena nankaiensis		
Phreagena-okutanii-COI	Bivalvia/Venerida/Vesicomyidae/Phreagena-okutanii	1.0	7	7	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Phreagena	Phreagena okutanii		
Phreagena-soyoae-H3	Bivalvia/Venerida/Vesicomyidae/Phreagena-soyoae	1.0	73	73	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Phreagena	Phreagena soyoae		
Phreagena-soyoae-ANT	Bivalvia/Venerida/Vesicomyidae/Phreagena-soyoae	1.0	63	63	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Phreagena	Phreagena soyoae		
Phreagena-soyoae-COI	Bivalvia/Venerida/Vesicomyidae/Phreagena-soyoae	1.0	92	92	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Phreagena	Phreagena soyoae		
Phrontis-vibex-COI	Gastropoda/Neogastropoda/Nassariidae/Phrontis-vibex	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Phrontis	Phrontis vibex		Nassarius vibex
Phyllidia-babai-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidia-babai	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	Phyllidia babai		
Phyllidia-elegans-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidia-elegans	1.0	20	20	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	Phyllidia elegans		
Phyllidia-ocellata-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidia-ocellata	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	Phyllidia ocellata		
Phyllidia-picta-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidia-picta	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	Phyllidia picta		
Phyllidia-varicosa-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidia-varicosa	1.0	13	13	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	Phyllidia varicosa		
Phyllidiella-nigra-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidiella-nigra	1.0	7	7	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidiella	Phyllidiella nigra		
Phyllidiella-pustulosa-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidiella-pustulosa	1.0	19	19	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidiella	Phyllidiella pustulosa		
Phyllidiopsis-krempfi-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidiopsis-krempfi	1.0	13	13	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidiopsis	Phyllidiopsis krempfi		
Phyllidiopsis-xishaensis-COI	Gastropoda/Nudibranchia/Phyllidiidae/Phyllidiopsis-xishaensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Phyllidiidae	Phyllidiopsis	Phyllidiopsis xishaensis		
Phyllonotus-pomum-COI	Gastropoda/Neogastropoda/Muricidae/Phyllonotus-pomum	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Phyllonotus	Phyllonotus pomum		
Pilsbryoconcha-exilis-COI	Bivalvia/Unionida/Unionidae/Pilsbryoconcha-exilis	1.0	6	6	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Pilsbryoconcha	Pilsbryoconcha exilis		
Pinctada-margaritifera-COI	Bivalvia/Ostreida/Pteriidae/Pinctada-margaritifera	1.0	3	3	Animalia	Mollusca	Bivalvia	Ostreida	Pteriidae	Pinctada	Pinctada margaritifera		
Pisidium-rotundatum-COI	Bivalvia/Sphaeriida/Sphaeriidae/Pisidium-rotundatum	1.0	13	13	Animalia	Mollusca	Bivalvia	Sphaeriida	Sphaeriidae	Pisidium	Pisidium rotundatum		
Pisinna-glabrata-COI	Gastropoda/Littorinimorpha/Anabathridae/Pisinna-glabrata	1.0	5	5	Animalia	Mollusca	Gastropoda	Littorinimorpha	Anabathridae	Pisinna	Pisinna glabrata		
Placiphorella-atlantica-COI	Polyplacophora/Chitonida/Mopaliidae/Placiphorella-atlantica	1.0	10	10	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Placiphorella	Placiphorella atlantica		
Placiphorella-velata-COI	Polyplacophora/Chitonida/Mopaliidae/Placiphorella-velata	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Placiphorella	Placiphorella velata		
Placopecten-magellanicus-COI	Bivalvia/Pectinida/Pectinidae/Placopecten-magellanicus	1.0	3	3	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Placopecten	Placopecten magellanicus		
Plectorhagada-carcharias-COI	Gastropoda/Stylommatophora/Camaenidae/Plectorhagada-carcharias	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Camaenidae	Plectorhagada	Plectorhagada carcharias		
Plectorhagada-plectilis-COI	Gastropoda/Stylommatophora/Camaenidae/Plectorhagada-plectilis	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Camaenidae	Plectorhagada	Plectorhagada plectilis		
Plectorhagada-scolythra-COI	Gastropoda/Stylommatophora/Camaenidae/Plectorhagada-scolythra	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Camaenidae	Plectorhagada	Plectorhagada scolythra		
