gene	dir	proportion_retained	num_seqs_unaligned	num_seqs_aligned	kingdom	phylum	class	order	family	genus	species	subspecies	different_genbank_species
Mesodon-thyroidus-COI	Gastropoda/Stylommatophora/Polygyridae/Mesodon-thyroidus	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Polygyridae	Mesodon	Mesodon thyroidus		
Mesomphix-cupreus-COI	Gastropoda/Stylommatophora/Gastrodontidae/Mesomphix-cupreus	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Gastrodontidae	Mesomphix	Mesomphix cupreus		
Metulella-columbellata-COI	Gastropoda/Neogastropoda/Columbellidae/Metulella-columbellata	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Metulella	Metulella columbellata		
Mexacanthina-lugubris-COI	Gastropoda/Neogastropoda/Muricidae/Mexacanthina-lugubris	1.0	62	62	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Mexacanthina	Mexacanthina lugubris		Mexacanthina lugubris lugubris
Microchlamylla-gracilis-COI	Gastropoda/Nudibranchia/Coryphellidae/Microchlamylla-gracilis	1.0	5	5	Animalia	Mollusca	Gastropoda	Nudibranchia	Coryphellidae	Microchlamylla	Microchlamylla gracilis		
Microglyphis-furukawai-COI	Gastropoda/Cephalaspidea/Ringiculidae/Microglyphis-furukawai	1.0	3	3	Animalia	Mollusca	Gastropoda	Cephalaspidea	Ringiculidae	Microglyphis	Microglyphis furukawai		
Microglyphis-hasegawai-COI	Gastropoda/Cephalaspidea/Ringiculidae/Microglyphis-hasegawai	1.0	4	4	Animalia	Mollusca	Gastropoda	Cephalaspidea	Ringiculidae	Microglyphis	Microglyphis hasegawai		
Micropontica-caucasica-COI	Gastropoda/Stylommatophora/Clausiliidae/Micropontica-caucasica	1.0	11	11	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Micropontica	Micropontica caucasica		
Micropontica-circassica-COI	Gastropoda/Stylommatophora/Clausiliidae/Micropontica-circassica	1.0	9	9	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Micropontica	Micropontica circassica		
Micropontica-interjecta-COI	Gastropoda/Stylommatophora/Clausiliidae/Micropontica-interjecta	1.0	14	14	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Micropontica	Micropontica interjecta		
Modiolus-areolatus-COI	Bivalvia/Mytilida/Mytilidae/Modiolus-areolatus	1.0	5	5	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus	Modiolus areolatus		
Modiolus-barbatus-COI	Bivalvia/Mytilida/Mytilidae/Modiolus-barbatus	1.0	5	5	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus	Modiolus barbatus		
Modiolus-modiolus-COI	Bivalvia/Mytilida/Mytilidae/Modiolus-modiolus	1.0	7	7	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus	Modiolus modiolus		
Monodacna-colorata-COI	Bivalvia/Cardiida/Cardiidae/Monodacna-colorata	1.0	4	4	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Monodacna	Monodacna colorata		
Montenegrina-attemsi-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-attemsi	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina attemsi	attemsi	Montenegrina attemsi attemsi
Montenegrina-cattaroensis-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-cattaroensis	1.0	16	16	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina cattaroensis	antivaricostata	Montenegrina cattaroensis antivaricostata
Montenegrina-dofleini-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-dofleini	1.0	52	52	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina dofleini	kastoriae	Montenegrina dofleini kastoriae
Montenegrina-fuchsi-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-fuchsi	1.0	9	9	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina fuchsi	fuchsi	Montenegrina fuchsi fuchsi
Montenegrina-grammica-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-grammica	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina grammica	erosszoltani	Montenegrina grammica erosszoltani
Montenegrina-helvola-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-helvola	1.0	10	10	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina helvola	carinata	Montenegrina helvola carinata
Montenegrina-hiltrudae-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-hiltrudae	1.0	32	32	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina hiltrudae	sattmanni	Montenegrina hiltrudae sattmanni
Montenegrina-janinensis-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-janinensis	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina janinensis		
Montenegrina-laxa-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-laxa	1.0	17	17	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina laxa	iba	Montenegrina laxa iba
Montenegrina-lillae-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-lillae	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina lillae		
Montenegrina-nana-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-nana	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina nana	barinai	Montenegrina nana barinai
Montenegrina-okolensis-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-okolensis	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina okolensis	caesia	Montenegrina okolensis caesia
Montenegrina-perstriata-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-perstriata	1.0	50	50	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina perstriata	callistoma	Montenegrina perstriata callistoma
Montenegrina-prokletiana-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-prokletiana	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina prokletiana	kovacsorum	Montenegrina prokletiana kovacsorum
Montenegrina-rugilabris-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-rugilabris	1.0	27	27	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina rugilabris	gregoi	Montenegrina rugilabris gregoi
Montenegrina-skipetarica-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-skipetarica	1.0	49	49	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina skipetarica	pifkoi	Montenegrina skipetarica pifkoi
Montenegrina-soosi-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-soosi	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina soosi		
Montenegrina-stankovici-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-stankovici	1.0	7	7	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina stankovici		
Montenegrina-sturanyana-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-sturanyana	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina sturanyana	gropana	Montenegrina sturanyana gropana
Montenegrina-subcristata-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-subcristata	1.0	61	61	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina subcristata		
Montenegrina-timeae-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-timeae	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina timeae		
Montenegrina-tomorosi-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-tomorosi	1.0	12	12	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina tomorosi	ampla	Montenegrina tomorosi ampla
Montenegrina-zilchi-COI	Gastropoda/Stylommatophora/Clausiliidae/Montenegrina-zilchi	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Clausiliidae	Montenegrina	Montenegrina zilchi		
Mopalia-acuta-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-acuta	1.0	20	20	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia acuta		Mopalia plumosa
Mopalia-ciliata-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-ciliata	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia ciliata		
Mopalia-cirrata-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-cirrata	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia cirrata		
Mopalia-ferreirai-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-ferreirai	1.0	7	7	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia ferreirai		
Mopalia-hindsii-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-hindsii	1.0	7	7	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia hindsii		
Mopalia-imporcata-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-imporcata	1.0	9	9	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia imporcata		
Mopalia-kennerleyi-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-kennerleyi	1.0	27	27	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia kennerleyi		
Mopalia-lignosa-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-lignosa	1.0	22	22	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia lignosa		
Mopalia-lionota-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-lionota	1.0	7	7	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia lionota		
Mopalia-lowei-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-lowei	1.0	5	5	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia lowei		
Mopalia-muscosa-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-muscosa	1.0	12	12	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia muscosa		
Mopalia-phorminx-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-phorminx	1.0	4	4	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia phorminx		
Mopalia-porifera-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-porifera	1.0	6	6	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia porifera		
Mopalia-retifera-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-retifera	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia retifera		
Mopalia-seta-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-seta	1.0	8	8	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia seta		
Mopalia-sinuata-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-sinuata	1.0	8	8	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia sinuata		
Mopalia-spectabilis-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-spectabilis	1.0	4	4	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia spectabilis		
Mopalia-swanii-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-swanii	1.0	9	9	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia swanii		
Mopalia-vespertina-COI	Polyplacophora/Chitonida/Mopaliidae/Mopalia-vespertina	1.0	5	5	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Mopalia	Mopalia vespertina		
Moroteuthopsis-ingens-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Moroteuthopsis-ingens	1.0	37	37	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Onykia	Moroteuthopsis ingens		Onykia ingens
Mulinia-lateralis-COI	Bivalvia/Venerida/Mactridae/Mulinia-lateralis	1.0	6	6	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	Mulinia	Mulinia lateralis		
Murella-muralis-COI	Gastropoda/Stylommatophora/Helicidae/Murella-muralis	1.0	10	10	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Marmorana	Murella muralis		
Musculus-discors-COI	Bivalvia/Mytilida/Mytilidae/Musculus-discors	1.0	25	25	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Musculus	Musculus discors		
Musculus-impactus-COI	Bivalvia/Mytilida/Mytilidae/Musculus-impactus	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Musculus	Musculus impactus		
Musculus-niger-COI	Bivalvia/Mytilida/Mytilidae/Musculus-niger	1.0	8	8	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Musculus	Musculus niger		
Muusoctopus-rigbyae-COI	Cephalopoda/Octopoda/Enteroctopodidae/Muusoctopus-rigbyae	1.0	3	3	Animalia	Mollusca	Cephalopoda	Octopoda	Enteroctopodidae	Muusoctopus	Muusoctopus rigbyae		Benthoctopus rigbyae
Mya-arenaria-COI	Bivalvia/Myida/Myidae/Mya-arenaria	1.0	49	49	Animalia	Mollusca	Bivalvia	Myida	Myidae	Mya	Mya arenaria		
Mya-truncata-COI	Bivalvia/Myida/Myidae/Mya-truncata	1.0	13	13	Animalia	Mollusca	Bivalvia	Myida	Myidae	Mya	Mya truncata		
Mytilopsis-leucophaeata-COI	Bivalvia/Myida/Dreissenidae/Mytilopsis-leucophaeata	1.0	36	36	Animalia	Mollusca	Bivalvia	Myida	Dreissenidae	Mytilopsis	Mytilopsis leucophaeata		
Mytilopsis-sallei-COI	Bivalvia/Myida/Dreissenidae/Mytilopsis-sallei	1.0	34	34	Animalia	Mollusca	Bivalvia	Myida	Dreissenidae	Mytilopsis	Mytilopsis sallei		Bivalvia sp. HE-521.1
Mytilus-californianus-COI	Bivalvia/Mytilida/Mytilidae/Mytilus-californianus	1.0	20	20	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus californianus		
Mytilus-edulis-COI	Bivalvia/Mytilida/Mytilidae/Mytilus-edulis	1.0	213	213	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus edulis		
Mytilus-galloprovincialis-COI	Bivalvia/Mytilida/Mytilidae/Mytilus-galloprovincialis	1.0	133	133	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus galloprovincialis		
Mytilus-galloprovincialis-ND3	Bivalvia/Mytilida/Mytilidae/Mytilus-galloprovincialis	1.0	8	8	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus galloprovincialis		
Mytilus-trossulus-COI	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	63	63	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-CYTB	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-COII	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND1	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND4	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	6	6	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-COIII	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND2	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND3	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ATP6	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND5	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Mytilus-trossulus-ND6	Bivalvia/Mytilida/Mytilidae/Mytilus-trossulus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus		
Myurella-affinis-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-affinis	1.0	48	48	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella affinis		
Myurella-columellaris-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-columellaris	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella columellaris		
Myurella-flavofasciata-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-flavofasciata	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella flavofasciata		
Myurella-kilburni-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-kilburni	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella kilburni		
Myurella-lineaperlata-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-lineaperlata	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella lineaperlata		
Myurella-nebulosa-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-nebulosa	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella nebulosa		
Myurella-parkinsoni-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-parkinsoni	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella parkinsoni		Myurella undulata
Myurella-paucistriata-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-paucistriata	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella paucistriata		
Myurella-undulata-COI	Gastropoda/Neogastropoda/Terebridae/Myurella-undulata	1.0	14	14	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Myurella	Myurella undulata		
Nassarius-fraterculus-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-fraterculus	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius fraterculus		
Nassarius-houbricki-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-houbricki	1.0	6	6	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius houbricki		
Nassarius-martinezi-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-martinezi	1.0	15	15	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius martinezi		
Nassarius-mendicus-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-mendicus	1.0	11	11	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius mendicus		
Nassarius-radians-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-radians	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius radians		
Nassarius-vanuatuensis-COI	Gastropoda/Neogastropoda/Nassariidae/Nassarius-vanuatuensis	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	Nassarius vanuatuensis		
Nautilus-pompilius-COI	Cephalopoda/Nautilida/Nautilidae/Nautilus-pompilius	1.0	3	3	Animalia	Mollusca	Cephalopoda	Nautilida	Nautilidae	Nautilus	Nautilus pompilius		Nautilus belauensis
Nearctula-rowelli-CYTB	Gastropoda/Stylommatophora/Vertiginidae/Nearctula-rowelli	1.0	14	14	Animalia	Mollusca	Gastropoda	Stylommatophora	Vertiginidae	Nearctula	Nearctula rowelli	longa	Vertigo californica longa
Neobernaya-spadicea-COI	Gastropoda/Littorinimorpha/Cypraeidae/Neobernaya-spadicea	1.0	9	9	Animalia	Mollusca	Gastropoda	Littorinimorpha	Cypraeidae	Neobernaya	Neobernaya spadicea		
Neobuccinum-eatoni-COI	Gastropoda/Neogastropoda/Buccinidae/Neobuccinum-eatoni	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Neobuccinum	Neobuccinum eatoni		
Neohelix-albolabris-COI	Gastropoda/Stylommatophora/Polygyridae/Neohelix-albolabris	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Polygyridae	Neohelix	Neohelix albolabris		
Neptunea-amianta-COI	Gastropoda/Neogastropoda/Buccinidae/Neptunea-amianta	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Neptunea	Neptunea amianta		
Neptunea-antiqua-COI	Gastropoda/Neogastropoda/Buccinidae/Neptunea-antiqua	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Neptunea	Neptunea antiqua		
Nerita-albicilla-COI	Gastropoda/Cycloneritida/Neritidae/Nerita-albicilla	1.0	5	5	Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	Nerita	Nerita albicilla		
Nerita-chamaeleon-COI	Gastropoda/Cycloneritida/Neritidae/Nerita-chamaeleon	1.0	3	3	Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	Nerita	Nerita chamaeleon		
Nerita-costata-COI	Gastropoda/Cycloneritida/Neritidae/Nerita-costata	1.0	5	5	Animalia	Mollusca	Gastropoda	Cycloneritida	Neritidae	Nerita	Nerita costata		
Neverita-duplicata-COI	Gastropoda/Littorinimorpha/Naticidae/Neverita-duplicata	1.0	4	4	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Neverita	Neverita duplicata		
Neverita-lewisii-COI	Gastropoda/Littorinimorpha/Naticidae/Neverita-lewisii	1.0	4	4	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Neverita	Neverita lewisii		
Nipponotrophon-barbarae-COI	Gastropoda/Neogastropoda/Muricidae/Nipponotrophon-barbarae	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nipponotrophon	Nipponotrophon barbarae		
Noetia-ponderosa-COI	Bivalvia/Arcida/Noetiidae/Noetia-ponderosa	1.0	4	4	Animalia	Mollusca	Bivalvia	Arcida	Noetiidae	Noetia	Noetia ponderosa		
Notonykia-africanae-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Notonykia-africanae	1.0	4	4	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Notonykia	Notonykia africanae		
Nototeredo-norvagica-COI	Bivalvia/Myida/Teredinidae/Nototeredo-norvagica	1.0	12	12	Animalia	Mollusca	Bivalvia	Myida	Teredinidae	Nototeredo	Nototeredo norvagica		
Nucella-canaliculata-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-canaliculata	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella canaliculata		
Nucella-emarginata-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-emarginata	1.0	77	77	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella emarginata		
Nucella-lamellosa-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-lamellosa	1.0	49	49	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella lamellosa		
Nucella-lapillus-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-lapillus	1.0	46	46	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella lapillus		
Nucella-lima-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-lima	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella lima		Nucella emarginata
Nucella-ostrina-COI	Gastropoda/Neogastropoda/Muricidae/Nucella-ostrina	1.0	116	116	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella ostrina		
Nucula-nitidosa-COI	Bivalvia/Nuculida/Nuculidae/Nucula-nitidosa	1.0	23	23	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	Nucula nitidosa		
Nucula-profundorum-COI	Bivalvia/Nuculida/Nuculidae/Nucula-profundorum	1.0	3	3	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	Nucula profundorum		
Nucula-proxima-COI	Bivalvia/Nuculida/Nuculidae/Nucula-proxima	1.0	8	8	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	Nucula proxima		
Nucula-sulcata-COI	Bivalvia/Nuculida/Nuculidae/Nucula-sulcata	1.0	4	4	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Nucula	Nucula sulcata		
Nuculana-minuta-COI	Bivalvia/Nuculanida/Nuculanidae/Nuculana-minuta	1.0	6	6	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana	Nuculana minuta		
Nuculana-pernula-COI	Bivalvia/Nuculanida/Nuculanidae/Nuculana-pernula	1.0	7	7	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana	Nuculana pernula		
Nuttallochiton-mirandus-COI	Polyplacophora/Chitonida/Mopaliidae/Nuttallochiton-mirandus	1.0	5	5	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Nuttallochiton	Nuttallochiton mirandus		
Ocenebra-erinaceus-COI	Gastropoda/Neogastropoda/Muricidae/Ocenebra-erinaceus	1.0	6	6	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ocenebra	Ocenebra erinaceus		Ocenebra erinacea
Ocinebrina-interfossa-COI	Gastropoda/Neogastropoda/Muricidae/Ocinebrina-interfossa	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ocinebrina	Ocinebrina interfossa		Ocinebrina sclera
